"Time","Events","Pmask","Flow","Vte","Vti","Vte/kg","Vti/kg","Leak","Resp Rate","Flow (raw)","Rib Bnd","Abd Bnd","Test","SpO2","Pulse Rate","Perfusion Index","SpCO","SpMET","SpHb","SpOC","Desaturation Index","PI Delta","PVI","RR","Optical Alarm Status","Acoustic Alarm Status","Exception Message","Exception 1 Message","Acoustic Exception Message","Error","Oxygen","CO2"
0:00:00.500,,1.0603,4.8556,0,0,0,0,-1,0,4894.5242,0,0,28046,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,31.6,0
0:00:01.000,,1.0603,4.8707,0,0,0,0,-1,0,4879.8258,0,0,28145,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,31.6,0
0:00:01.500,,1.0603,4.8546,0,0,0,0,-1,0,4821.0313,0,0,28245,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:02.000,,1.0014,4.8545,0,0,0,0,-1,0,4791.6344,0,0,28345,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:02.500,,1.0603,4.8339,0,0,0,0,-1,0,4688.7441,0,0,28445,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:03.000,,1.0603,4.8332,0,0,0,0,-1,0,4850.4285,0,0,28546,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:03.500,,1.0603,4.8426,0,0,0,0,-1,0,4850.4285,0,0,28646,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:04.000,,1.0014,4.8537,0,0,0,0,-1,0,4835.7301,0,0,28746,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:04.500,,1.0603,4.8534,0,0,0,0,-1,0,4865.1273,0,0,28846,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:05.000,,1.0603,4.834,0,0,0,0,-1,0,4821.0313,0,0,28947,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:05.500,,1.0603,4.8444,0,0,0,0,-1,0,4835.7301,0,0,29047,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:06.000,,1.0603,4.8494,0,0,0,0,-1,0,4850.4285,0,0,29147,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:06.500,,1.0603,4.8436,0,0,0,0,-1,0,4835.7301,0,0,29247,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:07.000,,1.0603,4.8664,0,0,0,0,-1,0,4865.1273,0,0,29352,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:07.500,,1.0603,4.8404,0,0,0,0,-1,0,4865.1273,0,0,29452,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:08.000,,1.0603,4.8445,0,0,0,0,-1,0,4850.4285,0,0,29552,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:08.500,,1.0603,4.8476,0,0,0,0,-1,0,4821.0313,0,0,29652,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:09.000,,1.0603,4.8595,0,0,0,0,-1,0,4835.7301,0,0,30140,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:09.500,,1.0603,4.8825,0,0,0,0,-1,0,4879.8258,0,0,30239,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:10.000,,1.0603,4.8529,0,0,0,0,-1,0,4865.1273,0,0,30337,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:10.500,,1.0603,4.8545,0,0,0,0,-1,0,4850.4285,0,0,30437,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:11.000,,1.0603,4.8598,0,0,0,0,-1,0,4894.5242,0,0,30537,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:11.500,,1.0603,4.8624,0,0,0,0,-1,0,4850.4285,0,0,30637,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:12.000,,1.0603,4.8513,0,0,0,0,-1,0,4894.5242,0,0,30736,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:12.500,,1.0603,4.8494,0,0,0,0,-1,0,4821.0313,0,0,30836,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:13.000,,1.0603,4.8531,0,0,0,0,-1,0,4776.9359,0,0,30936,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:13.500,,1.0603,4.8615,0,0,0,0,-1,0,4850.4285,0,0,31035,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:14.000,,1.0014,4.8462,0,0,0,0,-1,0,4909.2227,0,0,31134,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:14.500,,1.0603,4.8601,0,0,0,0,-1,0,4879.8258,0,0,31233,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:15.000,,1.0603,4.8531,0,0,0,0,-1,0,4850.4285,0,0,31332,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:15.500,,1.0603,4.8376,0,0,0,0,-1,0,4835.7301,0,0,31431,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:16.000,,1.0603,4.855,0,0,0,0,-1,0,4879.8258,0,0,31532,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:16.500,,1.0603,4.8485,0,0,0,0,-1,0,4894.5242,0,0,31632,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:17.000,,1.0603,4.8434,0,0,0,0,-1,0,4806.3328,0,0,31732,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:17.500,,1.0603,4.8573,0,0,0,0,-1,0,4894.5242,0,0,31832,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:18.000,,1.0603,4.8506,0,0,0,0,-1,0,4850.4285,0,0,31932,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:18.500,,1.0603,4.8557,0,0,0,0,-1,0,4879.8258,0,0,32032,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:19.000,,1.0603,4.8445,0,0,0,0,-1,0,4865.1273,0,0,32132,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:19.500,,1.0014,4.8263,0,0,0,0,-1,0,4806.3328,0,0,32231,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:20.000,,1.0603,4.8419,0,0,0,0,-1,0,4821.0313,0,0,32330,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:20.500,,1.0014,4.8387,0,0,0,0,-1,0,4835.7301,0,0,32429,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:21.000,,1.0603,4.802,0,0,0,0,-1,0,4776.9359,0,0,32528,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:21.500,,1.0603,4.8447,0,0,0,0,-1,0,4776.9359,0,0,32627,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:22.000,,1.0603,4.8619,0,0,0,0,-1,0,4879.8258,0,0,32727,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:22.500,,1.0603,4.829,0,0,0,0,-1,0,4835.7301,0,0,32827,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:23.000,,1.0603,4.8503,0,0,0,0,-1,0,4791.6344,0,0,32926,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:23.500,,1.0603,4.8432,0,0,0,0,-1,0,4909.2227,0,0,33026,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:24.000,,1.0014,4.8607,0,0,0,0,-1,0,4821.0313,0,0,33125,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:24.500,,1.0603,4.829,0,0,0,0,-1,0,4821.0313,0,0,33225,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:25.000,,1.0603,4.8671,0,0,0,0,-1,0,4894.5242,0,0,33325,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:25.500,,1.0014,4.8314,0,0,0,0,-1,0,4776.9359,0,0,33425,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:26.000,,1.0014,4.8433,0,0,0,0,-1,0,4835.7301,0,0,33525,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:26.500,,1.0603,4.8352,0,0,0,0,-1,0,4850.4285,0,0,33625,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:27.000,,1.0603,4.8251,0,0,0,0,-1,0,4938.6199,0,0,33725,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:27.500,,1.0014,4.6677,0,0,0,0,-1,0,4968.0172,0,0,33825,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:28.000,,1.0603,4.8967,0,0,0,0,-1,0,4997.4141,0,0,33924,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:28.500,,1.1192,4.8528,0,0,0,0,-1,0,5115.0031,0,0,34023,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:29.000,,1.0603,4.8243,0,0,0,0,-1,0,4938.6199,0,0,34123,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:29.500,,1.0603,4.8146,0,0,0,0,-1,0,4835.7301,0,0,34222,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:30.000,,1.0014,4.8574,0,0,0,0,-1,0,4835.7301,0,0,34322,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:30.500,,1.0014,4.6893,0,0,0,0,-1,0,4747.5387,0,0,34422,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:31.000,,1.0603,4.855,0,0,0,0,-1,0,4968.0172,0,0,34522,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:31.500,,1.0603,4.8743,0,0,0,0,-1,0,5085.6059,0,0,34622,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:32.000,,1.0603,4.8606,0,0,0,0,-1,0,4703.443,0,0,34722,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:32.500,,1.0603,4.8218,0,0,0,0,-1,0,4850.4285,0,0,34822,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:33.000,,1.0603,4.8116,0,0,0,0,-1,0,4806.3328,0,0,34922,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:33.500,,1.0603,4.8049,0,0,0,0,-1,0,4821.0313,0,0,35022,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:34.000,,4.2411,0.7366,0,0,0,0,-1,0,524.6652,0,0,35123,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:34.500,"exp",4.8891,0.0992,0,0,0,0,-1,0,133.3043,0,0,35223,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:35.000,"exp+insp",5.3014,-0.1969,0,0.7504,0,0,0,0.5203,-385,0,0,35323,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:35.500,"exp",5.4192,-0.3898,1.8159,0.7504,0,1.137,0,0.5203,-291.8364,0,0,35423,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:36.000,,5.3014,-0.0423,2.3608,0.7504,0,1.137,0,0.5203,13.3304,0,0,35524,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:36.500,,5.1836,-0.0136,2.7377,0.7504,0,1.137,30,0.5203,-30.5833,0,0,35624,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:37.000,,5.3014,0.0084,2.9791,0.7504,0,1.137,40,0.5203,59.987,0,0,35723,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:37.500,,26.448,0.0616,2.7977,0.7504,0,1.137,50,0.5203,6.6652,0,0,35823,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:38.000,,26.3891,0.0327,2.2925,0.7504,0,1.137,60,0.5203,53.3217,0,0,35922,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:38.500,,26.448,0.0713,1.5984,0.7504,0,1.137,70,0.5203,-6.1167,0,0,36022,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:39.000,"insp",26.1535,0.297,1.3236,0.3422,2.0054,1.137,78,14.0845,219.9522,0,0,36122,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:39.500,"exp",26.5069,-0.5702,2.1736,1.2183,2.0054,1.846,73,14.0845,-122.3333,0,0,36223,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:40.000,"exp",26.448,-0.0033,2.8688,1.2183,2.0054,1.846,72,14.0845,-48.9333,0,0,36323,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:40.500,"exp+insp",25.859,0.8004,3.5401,3.1176,5.3638,1.846,62,47.4308,759.1348,0,0,36423,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:41.000,"exp+insp",26.3891,-0.0299,0.3846,4.2982,5.3638,6.5124,53,47.4308,-134.5667,0,0,36523,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:41.500,"exp+insp",26.5069,-0.068,0.5061,4.2982,5.3638,6.5124,45,47.4308,-36.7,0,0,36623,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:42.000,,26.3891,0.0912,0.5062,4.2982,5.3638,6.5124,36,47.4308,46.6565,0,0,36723,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:42.500,"insp",26.0946,0.4598,3.5665,1.1945,5.4038,6.5124,28,27.5862,410.05,0,0,36823,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:43.000,"insp",26.448,-0.0821,3.5665,2.7539,5.4038,6.5124,0,27.5862,-220.2,0,0,36923,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:43.500,"insp",26.448,-0.0546,3.5665,2.6155,5.4038,6.5124,0,27.5862,6.6652,0,0,37023,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:44.000,,26.3891,-0.0411,3.5665,2.144,5.4038,6.5124,0,27.5862,-171.2667,0,0,37123,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:44.500,,26.3891,-0.0986,3.5665,1.6429,5.4038,6.5124,0,27.5862,53.3217,0,0,37224,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:45.000,,26.3891,-0.0092,3.5665,1.3116,5.4038,6.5124,0,27.5862,-122.3333,0,0,37324,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:45.500,"exp",26.3891,-0.1648,0.6171,1.2367,5.4038,1.8738,0,27.5862,-12.2333,0,0,37423,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:46.000,,26.3891,-0.0091,0.7994,1.2367,5.4038,1.8738,0,27.5862,-85.6333,0,0,37523,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:46.500,,26.3891,-0.1034,1.5817,1.2367,5.4038,1.8738,0,27.5862,-244.6667,0,0,37623,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:47.000,,26.3891,0.0283,1.6763,1.2367,5.4038,1.8738,0,27.5862,26.6609,0,0,37723,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:47.500,,26.3891,0.017,1.7819,1.2367,5.4038,1.8738,0,27.5862,-85.6333,0,0,37823,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:48.000,,26.3891,0.0159,1.5661,1.2367,5.4038,1.8738,0,27.5862,0,0,0,37923,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:48.500,"insp+exp",9.5425,-0.8575,0.5557,0.0643,1.8508,0.0975,0,9.9502,-743.95,0,0,38023,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:49.000,"insp+exp",5.1247,-0.0059,3.7368,0.0643,1.8508,0.0975,0,9.9502,46.6565,0,0,38123,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0
0:00:49.500,"insp+exp",26.3302,0.1928,4.3616,1.605,6.6085,0.0975,0,68.5714,133.3043,0,0,38223,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:50.000,,26.3891,0.1409,4.3616,2.9841,6.6085,0.0975,0,68.5714,59.987,0,0,38323,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:50.500,"exp",5.2425,-0.1103,3.7134,3.059,6.6085,4.6349,0,68.5714,-85.6333,0,0,38424,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:51.000,"exp+insp",26.448,0.0989,3.9045,1.8903,5.916,4.6349,0,43.4783,126.6391,0,0,38524,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:51.500,"exp+insp",5.8904,-0.5896,3.7405,2.0929,5.916,3.1711,0,43.4783,-443.2272,0,0,38624,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:52.000,"exp+insp",25.9768,0.4611,4.7205,0.339,7.1523,3.1711,0,47.0588,273.2739,0,0,38724,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:52.500,,26.5658,-0.1218,4.7205,1.4191,7.1523,3.1711,0,47.0588,-244.6667,0,0,38824,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:53.000,"exp",5.2425,-0.1497,2.9739,1.3886,7.1523,2.104,0,47.0588,33.3261,0,0,38924,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:53.500,"exp+insp",26.2713,0.3849,3.2153,2.7153,4.8717,2.104,0,44.6097,233.2826,0,0,39023,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:54.000,"exp+insp",25.5645,0.0541,0.789,2.8887,4.8717,4.3769,0,44.6097,-171.2667,0,0,39123,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:54.500,,5.2425,-0.0351,3.4362,2.8887,4.8717,4.3769,0,44.6097,-18.35,0,0,39224,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:55.000,,5.4781,-0.2654,4.2361,2.8887,4.8717,4.3769,0,44.6097,-419.9364,0,0,39324,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:55.500,,5.3014,-0.1451,4.8406,2.8887,4.8717,4.3769,0,44.6097,-110.1,0,0,39423,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.5,0
0:00:56.000,,5.2425,-0.0372,5.0197,2.8887,4.8717,4.3769,0,44.6097,59.987,0,0,39523,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:56.500,,5.3014,-0.0119,5.5002,2.8887,4.8717,4.3769,0,44.6097,-6.1167,0,0,39623,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:57.000,,5.1836,-0.0624,5.654,2.8887,4.8717,4.3769,0,44.6097,39.9913,0,0,39722,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:57.500,,5.2425,-0.0085,5.9094,2.8887,4.8717,4.3769,0,44.6097,79.9826,0,0,39822,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:58.000,,5.3014,-0.2584,6.2673,2.8887,4.8717,4.3769,0,44.6097,-220.2,0,0,39922,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.2,0
0:00:58.500,,5.2425,-0.0045,7.1136,2.8887,4.8717,4.3769,0,44.6097,-67.2833,0,0,40022,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,2048,0,0,0,30.2,0
0:00:59.000,,5.2425,-0.0165,7.5714,2.8887,4.8717,4.3769,0,44.6097,-18.35,0,0,40123,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,2048,0,0,0,30.2,0
0:00:59.500,,5.1836,0.0074,7.8103,2.8887,4.8717,4.3769,0,44.6097,46.6565,0,0,40223,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,2048,0,0,0,30.2,0
0:01:00.000,,5.1836,-0.0083,7.8139,2.8887,4.8717,4.3769,0,44.6097,-12.2333,0,0,40323,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,2048,0,0,0,30.2,0
0:01:00.500,,5.1836,0.0412,7.6597,2.8887,4.8717,4.3769,0,44.6097,53.3217,0,0,40423,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,2056,0,0,0,30.2,0
