"Time","Events","Pmask","Flow","Vte","Vti","Vte/kg","Vti/kg","Leak","Resp Rate","Flow (raw)","Rib Bnd","Abd Bnd","Test","SpO2","Pulse Rate","Perfusion Index","SpCO","SpMET","SpHb","SpOC","Desaturation Index","PI Delta","PVI","RR","Optical Alarm Status","Acoustic Alarm Status","Exception Message","Exception 1 Message","Acoustic Exception Message","Error","Oxygen","Flow","Flow"
0:00:00.000,,0.8836,5.1991,0,0,0,0,-1,1.7544,5224.1348,0,0,10677,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5224.1348
0:00:00.500,,0.8836,5.177,0,0,0,0,-1,1.7544,5149.7,0,0,10780,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5149.7
0:00:01.000,,0.8836,5.1579,0,0,0,0,-1,1.7544,5168.3086,0,0,10879,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5168.3086
0:00:01.500,,0.8836,5.1602,0,0,0,0,-1,1.7544,5261.3523,0,0,10979,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5261.3523
0:00:02.000,,0.9425,5.1429,0,0,0,0,-1,1.7544,5205.5262,0,0,11080,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5205.5262
0:00:02.500,,0.8836,5.1519,0,0,0,0,-1,1.7544,5149.7,0,0,11180,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5149.7
0:00:03.000,,0.8836,5.1668,0,0,0,0,-1,1.7544,5186.9176,0,0,11281,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5186.9176
0:00:03.500,,0.8836,5.1485,0,0,0,0,-1,1.7544,5077.1316,0,0,11383,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5077.1316
0:00:04.000,,0.8836,5.1649,0,0,0,0,-1,1.7544,5261.3523,0,0,11483,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5261.3523
0:00:04.500,,0.9425,5.1778,0,0,0,0,-1,1.7544,5149.7,0,0,11727,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5149.7
0:00:05.000,,0.9425,5.1696,0,0,0,0,-1,1.7544,5131.5578,0,0,11827,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5131.5578
0:00:05.500,,0.9425,5.163,0,0,0,0,-1,1.7544,5168.3086,0,0,11927,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5168.3086
0:00:06.000,,0.8836,5.1281,0,0,0,0,-1,1.7544,5113.4156,0,0,12027,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5113.4156
0:00:06.500,,0.9425,5.1468,0,0,0,0,-1,1.7544,5186.9176,0,0,12127,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5186.9176
0:00:07.000,,0.9425,5.1628,0,0,0,0,-1,1.7544,5149.7,0,0,12228,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5149.7
0:00:07.500,,0.9425,5.1583,0,0,0,0,-1,1.7544,5186.9176,0,0,12328,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5186.9176
0:00:08.000,,0.9425,5.1581,0,0,0,0,-1,1.7544,5149.7,0,0,12428,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5149.7
0:00:08.500,,0.9425,5.1484,0,0,0,0,-1,1.7544,5113.4156,0,0,12528,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5113.4156
0:00:09.000,,0.9425,5.1543,0,0,0,0,-1,1.7544,5022.7055,0,0,12628,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5022.7055
0:00:09.500,,0.9425,5.1547,0,0,0,0,-1,1.7544,5186.9176,0,0,12728,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5186.9176
0:00:10.000,,0.8836,5.164,0,0,0,0,-1,1.7544,5186.9176,0,0,12828,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5186.9176
0:00:10.500,,0.9425,5.1886,0,0,0,0,-1,1.7544,5242.7434,0,0,12928,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5242.7434
0:00:11.000,,0.8836,5.1611,0,0,0,0,-1,1.7544,5095.2734,0,0,13029,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5095.2734
0:00:11.500,,0.9425,5.1793,0,0,0,0,-1,1.7544,5242.7434,0,0,13129,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5242.7434
0:00:12.000,,0.8836,5.1518,0,0,0,0,-1,1.7544,5168.3086,0,0,13229,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5168.3086
0:00:12.500,,0.9425,5.1815,0,0,0,0,-1,1.7544,5077.1316,0,0,13328,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5077.1316
0:00:13.000,,0.9425,5.1275,0,0,0,0,-1,1.7544,5058.9895,0,0,13428,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5058.9895
0:00:13.500,,0.8836,5.1483,0,0,0,0,-1,1.7544,5168.3086,0,0,13528,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.9,0,5168.3086
