"Time","Events","Pmask","Flow","Vte","Vti","Vte/kg","Vti/kg","Leak","Resp Rate","Flow (raw)","Rib Bnd","Abd Bnd","Test","SpO2","Pulse Rate","Perfusion Index","SpCO","SpMET","SpHb","SpOC","Desaturation Index","PI Delta","PVI","RR","Optical Alarm Status","Acoustic Alarm Status","Exception Message","Exception 1 Message","Acoustic Exception Message","Error","Oxygen","Flow","Flow"
0:00:00.000,,0.7658,4.576,0,0,0,0,-1,1.7893,4567.8641,0,0,56884,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.3,0,4567.8641
0:00:00.500,,0.8247,4.5752,0,0,0,0,-1,1.7893,4567.8641,0,0,56984,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.3,0,4567.8641
0:00:01.000,,0.8247,4.5776,0,0,0,0,-1,1.7893,4652.9867,0,0,57084,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.3,0,4652.9867
0:00:01.500,,0.8247,4.6004,0,0,0,0,-1,1.7893,4652.9867,0,0,57183,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.3,0,4652.9867
0:00:02.000,,0.8247,4.5727,0,0,0,0,-1,1.7893,4550.8395,0,0,57283,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.3,0,4550.8395
0:00:02.500,,0.8247,4.5747,0,0,0,0,-1,1.7893,4635.9621,0,0,57383,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.3,0,4635.9621
0:00:03.000,,0.8247,4.5942,0,0,0,0,-1,1.7893,4635.9621,0,0,57484,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0,4635.9621
0:00:03.500,,0.8247,4.5836,0,0,0,0,-1,1.7893,4584.8887,0,0,57584,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0,4584.8887
0:00:04.000,,0.8247,4.5917,0,0,0,0,-1,1.7893,4567.8641,0,0,57684,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0,4567.8641
0:00:04.500,,0.8247,4.5993,0,0,0,0,-1,1.7893,4635.9621,0,0,57785,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.8,0,4635.9621
0:00:05.000,,0.8247,4.6006,0,0,0,0,-1,1.7893,4670.0113,0,0,57885,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.3,0,4670.0113
0:00:05.500,,0.8247,4.5964,0,0,0,0,-1,1.7893,4601.9133,0,0,57988,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.3,0,4601.9133
0:00:06.000,,0.8247,4.5891,0,0,0,0,-1,1.7893,4584.8887,0,0,58088,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.3,0,4584.8887
0:00:06.500,,0.7658,4.5873,0,0,0,0,-1,1.7893,4601.9133,0,0,58188,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.3,0,4601.9133
0:00:07.000,,0.7658,4.5861,0,0,0,0,-1,1.7893,4533.8148,0,0,58542,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.3,0,4533.8148
0:00:07.500,,0.8247,4.6199,0,0,0,0,-1,1.7893,4601.9133,0,0,58640,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.3,0,4601.9133
0:00:08.000,,0.8247,4.5723,0,0,0,0,-1,1.7893,4533.8148,0,0,58739,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.3,0,4533.8148
0:00:08.500,,0.8247,4.6054,0,0,0,0,-1,1.7893,4550.8395,0,0,58838,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,1,0,0,0,30.3,0,4550.8395
